code	,Designator	,Center-X(mm)	,Center-Y(mm)	,Rotation	,Layer	,sma_code	                 
418485015          ,R14        ,115.6970    ,113.8428    ,90       ,TopLayer ,RES-0805-22R                 
418485015          ,R15        ,113.1824    ,113.8936    ,90       ,TopLayer ,RES-0805-22R                 
418485015          ,R16        ,163.5760    ,131.5110    ,90       ,TopLayer ,RES-0805-22R                 
418485015          ,R17        ,161.6456    ,131.4856    ,90       ,TopLayer ,RES-0805-22R                 
418485003          ,R18        ,159.5120    ,129.5400    ,270      ,TopLayer ,RES-0805-1K5                 
418485015          ,R19        ,177.6730    ,132.8013    ,90       ,TopLayer ,RES-0805-22R                 
418485015          ,R20        ,179.8320    ,132.7760    ,90       ,TopLayer ,RES-0805-22R                 
418485009          ,R21        ,182.1180    ,132.8014    ,90       ,TopLayer ,RES-0805-15K                 
418485009          ,R22        ,175.3870    ,132.7760    ,90       ,TopLayer ,RES-0805-15K                 
418485028          ,R23        ,173.6090    ,120.2701    ,90       ,TopLayer ,RES-0805-4K7                 
418485028          ,R24        ,175.8950    ,118.9736    ,90       ,TopLayer ,RES-0805-4K7                 
418485028          ,R29        ,128.5240    ,112.9284    ,360      ,TopLayer ,RES-0805-4K7                 
418485015          ,R30        ,134.8740    ,104.7507    ,360      ,TopLayer ,RES-0805-22R                 
418485043          ,R31        ,152.2222    ,119.1260    ,270      ,TopLayer ,RES-0805-49R9                
418485043          ,R32        ,150.2410    ,119.1768    ,270      ,TopLayer ,RES-0805-49R9                
418485043          ,R33        ,148.3360    ,119.1768    ,270      ,TopLayer ,RES-0805-49R9                
418485043          ,R34        ,146.3040    ,119.1768    ,270      ,TopLayer ,RES-0805-49R9                
418485013          ,R35        ,134.2390    ,109.5034    ,180      ,TopLayer ,RES-0805-2K2                 
418485013          ,R36        ,134.2390    ,111.3081    ,180      ,TopLayer ,RES-0805-2K2                 
418485013          ,R37        ,152.2222    ,111.7346    ,90       ,TopLayer ,RES-0805-2K2                 
418485013          ,R38        ,155.2702    ,108.7628    ,360      ,TopLayer ,RES-0805-2K2                 
418485013          ,R39        ,139.1666    ,124.1552    ,90       ,TopLayer ,RES-0805-2K2                 
418485016          ,R40        ,141.6558    ,124.1552    ,270      ,TopLayer ,RES-0805-220R                
418485013          ,R41        ,147.4216    ,124.1552    ,90       ,TopLayer ,RES-0805-2K2                 
418485016          ,R42        ,150.1140    ,124.1552    ,270      ,TopLayer ,RES-0805-220R                
418485044          ,R43        ,134.3660    ,115.4938    ,360      ,TopLayer ,RES-0805-4K99                
418485013          ,R44        ,142.4686    ,100.2030    ,90       ,TopLayer ,RES-0805-2K2                 
418485013          ,R45        ,142.4686    ,119.1260    ,270      ,TopLayer ,RES-0805-2K2                 
418485013          ,R46        ,140.4112    ,119.1768    ,270      ,TopLayer ,RES-0805-2K2                 
418485028          ,R47        ,129.6922    ,47.7910     ,360      ,TopLayer ,RES-0805-4K7                 
418485028          ,R48        ,129.6921    ,53.7870     ,180      ,TopLayer ,RES-0805-4K7                 
418485028          ,R49        ,129.6921    ,51.7883     ,180      ,TopLayer ,RES-0805-4K7                 
418485016          ,R50        ,135.5090    ,45.3017     ,180      ,TopLayer ,RES-0805-220R                
418485002          ,R51        ,134.3660    ,37.5098     ,360      ,TopLayer ,RES-0805-1M                  
418485007          ,R52        ,129.6921    ,49.7896     ,360      ,TopLayer ,RES-0805-10K                 
418485007          ,R53        ,109.8792    ,53.4010     ,270      ,TopLayer ,RES-0805-10K                 
418485015          ,R54        ,112.4314    ,53.4010     ,90       ,TopLayer ,RES-0805-22R                 
418485015          ,R55        ,117.3844    ,53.4010     ,90       ,TopLayer ,RES-0805-22R                 
418485001          ,R56        ,122.5914    ,53.4010     ,90       ,TopLayer ,RES-0805-0R                  
418485012          ,R57        ,104.8416    ,130.8242    ,180      ,TopLayer ,RES-0805-1K                  
418485023          ,R58        ,104.8924    ,136.4963    ,360      ,TopLayer ,RES-0805-330R_1%             
418485029          ,R59        ,200.4060    ,130.5560    ,270      ,TopLayer ,RES-0805-470R                
418485007          ,R60        ,199.1868    ,118.4747    ,90       ,TopLayer ,RES-0805-10K                 
403658001          ,R61        ,197.9422    ,130.0737    ,270      ,TopLayer ,FUS-1210-USMF010-2           
403658001          ,R62        ,205.2828    ,130.0738    ,270      ,TopLayer ,FUS-1210-USMF010-2           
418485016          ,R63        ,201.4855    ,134.1120    ,180      ,TopLayer ,RES-0805-220R                
418485029          ,R64        ,202.6664    ,130.5560    ,90       ,TopLayer ,RES-0805-470R                
418485005          ,R65        ,192.0240    ,117.7654    ,90       ,TopLayer ,RES-0805-100K                
418485008          ,R66        ,190.1190    ,117.7908    ,270      ,TopLayer ,RES-0805-11K                 
418485012          ,R73        ,214.2592    ,113.0300    ,270      ,TopLayer ,RES-0805-1K                  
418485042          ,R75        ,292.1617    ,118.5904    ,90       ,TopLayer ,RES-0805-100R-1%             
418485042          ,R76        ,292.1617    ,122.4160    ,90       ,TopLayer ,RES-0805-100R-1%             
418485042          ,R77        ,292.1617    ,111.2080    ,90       ,TopLayer ,RES-0805-100R-1%             
418485042          ,R78        ,292.1581    ,115.0647    ,90       ,TopLayer ,RES-0805-100R-1%             
418485015          ,R79        ,286.7007    ,118.6663    ,90       ,TopLayer ,RES-0805-22R                 
418485015          ,R80        ,286.7007    ,122.4160    ,90       ,TopLayer ,RES-0805-22R                 
418485015          ,R81        ,286.7043    ,111.2520    ,90       ,TopLayer ,RES-0805-22R                 
418485015          ,R82        ,286.7007    ,115.1406    ,90       ,TopLayer ,RES-0805-22R                 
418481001          ,R89        ,296.3688    ,17.1044     ,270      ,TopLayer ,""                           
418485028          ,R90        ,257.8500    ,21.5646     ,90       ,TopLayer ,RES-0805-4K7                 
418485012          ,R125       ,97.5924     ,68.0026     ,270      ,TopLayer ,RES-0805-1K                  
418485012          ,R126       ,107.9754    ,86.1060     ,180      ,TopLayer ,RES-0805-1K                  
418485003          ,R127       ,274.5220    ,95.3770     ,90       ,TopLayer ,RES-0805-1K5                 
418485003          ,R128       ,271.8816    ,95.3262     ,90       ,TopLayer ,RES-0805-1K5                 
418485020          ,R129       ,244.1956    ,112.3950    ,180      ,TopLayer ,RES-0805-27K                 
418478005          ,R130       ,280.9494    ,122.1232    ,90       ,TopLayer ,""                           
418664001          ,R131       ,285.4198    ,129.8614    ,90       ,TopLayer ,RES-2512-3K3                 
418485021          ,R132       ,237.2142    ,118.8720    ,270      ,TopLayer ,RES-0805-3K3                 
418485030          ,R133       ,243.8654    ,119.9388    ,360      ,TopLayer ,RES-0805-47K                 
418485013          ,R134       ,239.9284    ,112.3188    ,360      ,TopLayer ,RES-0805-2K2                 
418485029          ,R135       ,269.2400    ,95.3770     ,90       ,TopLayer ,RES-0805-470R                
418485005          ,R136       ,235.8898    ,115.2144    ,360      ,TopLayer ,RES-0805-100K                
418485001          ,R137       ,235.8898    ,112.2934    ,360      ,TopLayer ,RES-0805-0R                  
418485024          ,R138       ,243.7892    ,123.7742    ,180      ,TopLayer ,RES-0805-330K                
418485008          ,R139       ,235.9660    ,124.8410    ,360      ,TopLayer ,RES-0805-11K                 
418485027          ,R140       ,292.0492    ,76.0984     ,270      ,TopLayer ,RES-0805-390R                
418485021          ,R141       ,292.1254    ,71.6788     ,90       ,TopLayer ,RES-0805-3K3                 
418485016          ,R142       ,267.7160    ,13.5890     ,180      ,TopLayer ,RES-0805-220R                
418485013          ,R143       ,264.3980    ,28.0075     ,270      ,TopLayer ,RES-0805-2K2                 
418485012          ,R144       ,262.3820    ,28.0075     ,90       ,TopLayer ,RES-0805-1K                  
418485002          ,R145       ,257.3020    ,29.9564     ,90       ,TopLayer ,RES-0805-1M                  
418485033          ,R146       ,259.8667    ,21.5646     ,90       ,TopLayer ,RES-0805-560K                
418485016          ,R147       ,257.8500    ,18.0340     ,90       ,TopLayer ,RES-0805-220R                
418485028          ,R148       ,261.8835    ,21.5646     ,90       ,TopLayer ,RES-0805-4K7                 
418481001          ,R149       ,286.0040    ,17.1019     ,270      ,TopLayer ,""                           
418485013          ,R150       ,263.9002    ,21.5646     ,90       ,TopLayer ,RES-0805-2K2                 
418485007          ,R151       ,184.7088    ,122.7946    ,270      ,TopLayer ,RES-0805-10K                 
418485005          ,R152       ,188.4934    ,127.5698    ,90       ,TopLayer ,RES-0805-100K                
418485028          ,R153       ,186.6138    ,127.5952    ,270      ,TopLayer ,RES-0805-4K7                 
418485007          ,R154       ,184.7850    ,32.2580     ,180      ,TopLayer ,RES-0805-10K                 
418485012          ,R155       ,184.7342    ,34.1537     ,180      ,TopLayer ,RES-0805-1K                  
418485030          ,R156       ,184.7190    ,29.7340     ,360      ,TopLayer ,RES-0805-47K                 
418485013          ,R157       ,235.8492    ,127.3970    ,360      ,TopLayer ,RES-0805-2K2                 
418485007          ,R158       ,5.6275      ,128.9329    ,180      ,TopLayer ,RES-0805-10K                 
418485007          ,R159       ,185.1660    ,100.5840    ,90       ,TopLayer ,RES-0805-10K                 
418485007          ,R160       ,194.1830    ,100.5840    ,90       ,TopLayer ,RES-0805-10K                 
418485016          ,R161       ,5.6275      ,130.9014    ,180      ,TopLayer ,RES-0805-220R                
418485007          ,R162       ,5.6275      ,138.6800    ,180      ,TopLayer ,RES-0805-10K                 
418485007          ,R163       ,197.6120    ,100.5840    ,90       ,TopLayer ,RES-0805-10K                 
418485016          ,R164       ,5.6275      ,140.5890    ,180      ,TopLayer ,RES-0805-220R                
418485012          ,R165       ,298.0258    ,121.6776    ,270      ,TopLayer ,RES-0805-1K                  
418485012          ,R166       ,298.0258    ,103.5124    ,270      ,TopLayer ,RES-0805-1K                  
418485007          ,R167       ,299.9784    ,121.6776    ,90       ,TopLayer ,RES-0805-10K                 
418485007          ,R168       ,299.9784    ,103.5124    ,90       ,TopLayer ,RES-0805-10K                 
418485012          ,R169       ,298.0258    ,118.0459    ,270      ,TopLayer ,RES-0805-1K                  
418485012          ,R170       ,298.0258    ,99.8808     ,270      ,TopLayer ,RES-0805-1K                  
418485007          ,R171       ,299.9784    ,118.0459    ,90       ,TopLayer ,RES-0805-10K                 
418485007          ,R172       ,299.9784    ,99.8808     ,90       ,TopLayer ,RES-0805-10K                 
418485012          ,R173       ,298.0258    ,114.4074    ,270      ,TopLayer ,RES-0805-1K                  
418485012          ,R174       ,298.0258    ,96.2491     ,270      ,TopLayer ,RES-0805-1K                  
418485007          ,R175       ,299.9784    ,114.4074    ,90       ,TopLayer ,RES-0805-10K                 
418485007          ,R176       ,299.9784    ,96.2491     ,90       ,TopLayer ,RES-0805-10K                 
418485012          ,R177       ,298.0258    ,110.7757    ,270      ,TopLayer ,RES-0805-1K                  
418485012          ,R178       ,298.0258    ,92.6174     ,270      ,TopLayer ,RES-0805-1K                  
418485007          ,R179       ,299.9784    ,110.7757    ,90       ,TopLayer ,RES-0805-10K                 
418485007          ,R180       ,299.9784    ,92.6174     ,90       ,TopLayer ,RES-0805-10K                 
418485012          ,R181       ,298.0258    ,107.1440    ,270      ,TopLayer ,RES-0805-1K                  
418485012          ,R182       ,298.1025    ,88.8588     ,270      ,TopLayer ,RES-0805-1K                  
418485007          ,R183       ,299.9784    ,107.1440    ,90       ,TopLayer ,RES-0805-10K                 
418485007          ,R184       ,299.9784    ,88.8588     ,90       ,TopLayer ,RES-0805-10K                 
418485042          ,R185       ,292.1288    ,107.6823    ,90       ,TopLayer ,RES-0805-100R-1%             
418485015          ,R186       ,286.6715    ,107.6823    ,90       ,TopLayer ,RES-0805-22R                 
418485012          ,R187       ,99.5680     ,68.0026     ,90       ,TopLayer ,RES-0805-1K                  
418485012          ,R188       ,101.6000    ,68.0026     ,270      ,TopLayer ,RES-0805-1K                  
418485042          ,R189       ,137.0838    ,63.8302     ,180      ,TopLayer ,RES-0805-100R-1%             
418485015          ,R190       ,119.9847    ,53.4010     ,90       ,TopLayer ,RES-0805-22R                 
418485001          ,R191       ,1.9050      ,46.1586     ,270      ,TopLayer ,RES-0805-0R                  
418485001          ,R192       ,5.2070      ,105.5233    ,90       ,TopLayer ,RES-0805-0R                  
418485001          ,R193       ,2.0320      ,105.4448    ,90       ,TopLayer ,RES-0805-0R                  
418485013          ,R194       ,133.6650    ,99.1514     ,360      ,TopLayer ,RES-0805-2K2                 
418485013          ,R195       ,127.5740    ,102.8549    ,360      ,TopLayer ,RES-0805-2K2                 
418485028          ,R25_A1     ,26.4467     ,17.5062     ,180      ,TopLayer ,RES-0805-4K7                 
418485028          ,R25_A2     ,26.6752     ,54.4801     ,180      ,TopLayer ,RES-0805-4K7                 
418485028          ,R25_A3     ,26.6752     ,90.9291     ,180      ,TopLayer ,RES-0805-4K7                 
418485028          ,R25_A4     ,26.5483     ,127.3781    ,180      ,TopLayer ,RES-0805-4K7                 
418485012          ,R26_A1     ,24.1130     ,14.9186     ,180      ,TopLayer ,RES-0805-1K                  
418485012          ,R26_A2     ,24.3416     ,51.8925     ,180      ,TopLayer ,RES-0805-1K                  
418485012          ,R26_A3     ,24.3416     ,88.3415     ,180      ,TopLayer ,RES-0805-1K                  
418485012          ,R26_A4     ,24.2146     ,124.7905    ,180      ,TopLayer ,RES-0805-1K                  
418485008          ,R27_A1     ,36.7474     ,12.8074     ,360      ,TopLayer ,RES-0805-11K                 
418485008          ,R27_A2     ,36.9759     ,49.7813     ,360      ,TopLayer ,RES-0805-11K                 
418485008          ,R27_A3     ,36.9759     ,86.2303     ,360      ,TopLayer ,RES-0805-11K                 
418485008          ,R27_A4     ,36.8489     ,122.6793    ,360      ,TopLayer ,RES-0805-11K                 
418485022          ,R28_A1     ,19.0330     ,8.3984      ,180      ,TopLayer ,RES-0805-3K9                 
418485022          ,R28_A2     ,19.2616     ,45.3722     ,180      ,TopLayer ,RES-0805-3K9                 
418485022          ,R28_A3     ,19.2616     ,81.8212     ,180      ,TopLayer ,RES-0805-3K9                 
418485022          ,R28_A4     ,19.1346     ,118.2702    ,180      ,TopLayer ,RES-0805-3K9                 
418485009          ,R67_A1     ,24.1130     ,6.6000      ,180      ,TopLayer ,RES-0805-15K                 
418485009          ,R67_A2     ,24.3416     ,43.5739     ,180      ,TopLayer ,RES-0805-15K                 
418485009          ,R67_A3     ,24.3416     ,80.0229     ,180      ,TopLayer ,RES-0805-15K                 
418485009          ,R67_A4     ,24.2146     ,116.4719    ,180      ,TopLayer ,RES-0805-15K                 
418485027          ,R68_A1     ,20.5570     ,13.9157     ,90       ,TopLayer ,RES-0805-390R                
418485027          ,R68_A2     ,20.7856     ,50.8896     ,90       ,TopLayer ,RES-0805-390R                
418485027          ,R68_A3     ,20.7856     ,87.3386     ,90       ,TopLayer ,RES-0805-390R                
418485027          ,R68_A4     ,20.6586     ,123.7876    ,90       ,TopLayer ,RES-0805-390R                
418485012          ,R69_A1     ,24.1130     ,12.8389     ,180      ,TopLayer ,RES-0805-1K                  
418485012          ,R69_A2     ,24.3416     ,49.8128     ,180      ,TopLayer ,RES-0805-1K                  
418485012          ,R69_A3     ,24.3416     ,86.2618     ,180      ,TopLayer ,RES-0805-1K                  
418485012          ,R69_A4     ,24.2146     ,122.7108    ,180      ,TopLayer ,RES-0805-1K                  
418485042          ,R70_A1     ,23.2630     ,18.3062     ,90       ,TopLayer ,RES-0805-100R-1%             
418485042          ,R70_A2     ,23.4916     ,55.2800     ,90       ,TopLayer ,RES-0805-100R-1%             
418485042          ,R70_A3     ,23.4916     ,91.7290     ,90       ,TopLayer ,RES-0805-100R-1%             
418485042          ,R70_A4     ,23.3646     ,128.1780    ,90       ,TopLayer ,RES-0805-100R-1%             
418485039          ,R71_A1     ,36.7474     ,8.6455      ,360      ,TopLayer ,RES-0805-9K1                 
418485039          ,R71_A2     ,36.9759     ,45.6194     ,360      ,TopLayer ,RES-0805-9K1                 
418485039          ,R71_A3     ,36.9759     ,82.0684     ,360      ,TopLayer ,RES-0805-9K1                 
418485039          ,R71_A4     ,36.8489     ,118.5174    ,360      ,TopLayer ,RES-0805-9K1                 
418485011          ,R72_A1     ,32.6883     ,4.4836      ,360      ,TopLayer ,RES-0805-18K                 
418485011          ,R72_A2     ,32.9169     ,41.4575     ,360      ,TopLayer ,RES-0805-18K                 
418485011          ,R72_A3     ,32.9169     ,77.9065     ,360      ,TopLayer ,RES-0805-18K                 
418485011          ,R72_A4     ,32.7899     ,114.3555    ,360      ,TopLayer ,RES-0805-18K                 
418485028          ,R73_A1     ,30.4327     ,17.5062     ,180      ,TopLayer ,RES-0805-4K7                 
418485028          ,R73_A2     ,30.6612     ,54.4801     ,180      ,TopLayer ,RES-0805-4K7                 
418485028          ,R73_A3     ,30.6612     ,90.9291     ,180      ,TopLayer ,RES-0805-4K7                 
418485028          ,R73_A4     ,30.5342     ,127.3781    ,180      ,TopLayer ,RES-0805-4K7                 
418485011          ,R74_A1     ,36.7474     ,4.4836      ,180      ,TopLayer ,RES-0805-18K                 
418485011          ,R74_A2     ,36.9759     ,41.4575     ,180      ,TopLayer ,RES-0805-18K                 
418485011          ,R74_A3     ,36.9759     ,77.9065     ,180      ,TopLayer ,RES-0805-18K                 
418485011          ,R74_A4     ,36.8489     ,114.3555    ,180      ,TopLayer ,RES-0805-18K                 
418485028          ,R75_A1     ,26.4467     ,35.0832     ,180      ,TopLayer ,RES-0805-4K7                 
418485028          ,R75_A2     ,26.6752     ,72.0571     ,180      ,TopLayer ,RES-0805-4K7                 
418485028          ,R75_A3     ,26.6752     ,108.5061    ,180      ,TopLayer ,RES-0805-4K7                 
418485028          ,R75_A4     ,26.5483     ,144.9551    ,180      ,TopLayer ,RES-0805-4K7                 
418485012          ,R76_A1     ,24.1130     ,32.7245     ,180      ,TopLayer ,RES-0805-1K                  
418485012          ,R76_A2     ,24.3416     ,69.6984     ,180      ,TopLayer ,RES-0805-1K                  
418485012          ,R76_A3     ,24.3416     ,106.1474    ,180      ,TopLayer ,RES-0805-1K                  
418485012          ,R76_A4     ,24.2146     ,142.5964    ,180      ,TopLayer ,RES-0805-1K                  
418485008          ,R77_A1     ,36.7474     ,30.7496     ,360      ,TopLayer ,RES-0805-11K                 
418485008          ,R77_A2     ,36.9759     ,67.7235     ,360      ,TopLayer ,RES-0805-11K                 
418485008          ,R77_A3     ,36.9759     ,104.1725    ,360      ,TopLayer ,RES-0805-11K                 
418485008          ,R77_A4     ,36.8489     ,140.6215    ,360      ,TopLayer ,RES-0805-11K                 
418485022          ,R78_A1     ,19.0330     ,26.2768     ,180      ,TopLayer ,RES-0805-3K9                 
418485022          ,R78_A2     ,19.2616     ,63.2507     ,180      ,TopLayer ,RES-0805-3K9                 
418485022          ,R78_A3     ,19.2616     ,99.6997     ,180      ,TopLayer ,RES-0805-3K9                 
418485022          ,R78_A4     ,19.1346     ,136.1487    ,180      ,TopLayer ,RES-0805-3K9                 
418485009          ,R79_A1     ,24.1130     ,24.4310     ,180      ,TopLayer ,RES-0805-15K                 
418485009          ,R79_A2     ,24.3416     ,61.4049     ,180      ,TopLayer ,RES-0805-15K                 
418485009          ,R79_A3     ,24.3416     ,97.8539     ,180      ,TopLayer ,RES-0805-15K                 
418485009          ,R79_A4     ,24.2146     ,134.3029    ,180      ,TopLayer ,RES-0805-15K                 
418485027          ,R80_A1     ,20.5570     ,31.6022     ,90       ,TopLayer ,RES-0805-390R                
418485027          ,R80_A2     ,20.7856     ,68.5761     ,90       ,TopLayer ,RES-0805-390R                
418485027          ,R80_A3     ,20.7856     ,105.0250    ,90       ,TopLayer ,RES-0805-390R                
418485027          ,R80_A4     ,20.6586     ,141.4740    ,90       ,TopLayer ,RES-0805-390R                
418485012          ,R81_A1     ,24.1130     ,30.6699     ,180      ,TopLayer ,RES-0805-1K                  
418485012          ,R81_A2     ,24.3416     ,67.6438     ,180      ,TopLayer ,RES-0805-1K                  
418485012          ,R81_A3     ,24.3416     ,104.0928    ,180      ,TopLayer ,RES-0805-1K                  
418485012          ,R81_A4     ,24.2146     ,140.5418    ,180      ,TopLayer ,RES-0805-1K                  
418485042          ,R82_A1     ,23.2630     ,35.9333     ,90       ,TopLayer ,RES-0805-100R-1%             
418485042          ,R82_A2     ,23.4916     ,72.9071     ,90       ,TopLayer ,RES-0805-100R-1%             
418485042          ,R82_A3     ,23.4916     ,109.3562    ,90       ,TopLayer ,RES-0805-100R-1%             
418485042          ,R82_A4     ,23.3646     ,145.8052    ,90       ,TopLayer ,RES-0805-100R-1%             
418485039          ,R83_A1     ,36.7474     ,26.5106     ,360      ,TopLayer ,RES-0805-9K1                 
418485039          ,R83_A2     ,36.9759     ,63.4845     ,360      ,TopLayer ,RES-0805-9K1                 
418485039          ,R83_A3     ,36.9759     ,99.9335     ,360      ,TopLayer ,RES-0805-9K1                 
418485039          ,R83_A4     ,36.8489     ,136.3825    ,360      ,TopLayer ,RES-0805-9K1                 
418485011          ,R84_A1     ,32.6883     ,22.3398     ,360      ,TopLayer ,RES-0805-18K                 
418485011          ,R84_A2     ,32.9169     ,59.3137     ,360      ,TopLayer ,RES-0805-18K                 
418485011          ,R84_A3     ,32.9169     ,95.7627     ,360      ,TopLayer ,RES-0805-18K                 
418485011          ,R84_A4     ,32.7899     ,132.2117    ,360      ,TopLayer ,RES-0805-18K                 
418485028          ,R85_A1     ,30.4803     ,35.0832     ,180      ,TopLayer ,RES-0805-4K7                 
418485028          ,R85_A2     ,30.7089     ,72.0571     ,180      ,TopLayer ,RES-0805-4K7                 
418485028          ,R85_A3     ,30.7089     ,108.5061    ,180      ,TopLayer ,RES-0805-4K7                 
418485028          ,R85_A4     ,30.5819     ,144.9551    ,180      ,TopLayer ,RES-0805-4K7                 
418485011          ,R86_A1     ,36.7474     ,22.3513     ,180      ,TopLayer ,RES-0805-18K                 
418485011          ,R86_A2     ,36.9759     ,59.3252     ,180      ,TopLayer ,RES-0805-18K                 
418485011          ,R86_A3     ,36.9759     ,95.7742     ,180      ,TopLayer ,RES-0805-18K                 
418485011          ,R86_A4     ,36.8489     ,132.2232    ,180      ,TopLayer ,RES-0805-18K                 
418485013          ,R87_A1     ,43.5864     ,6.3754      ,180      ,TopLayer ,RES-0805-2K2                 
418485013          ,R87_A2     ,43.8150     ,43.3493     ,180      ,TopLayer ,RES-0805-2K2                 
418485013          ,R87_A3     ,43.8150     ,79.7983     ,180      ,TopLayer ,RES-0805-2K2                 
418485013          ,R87_A4     ,43.6880     ,116.2473    ,180      ,TopLayer ,RES-0805-2K2                 
418485012          ,R88_A1     ,43.5891     ,4.4836      ,360      ,TopLayer ,RES-0805-1K                  
418485012          ,R88_A2     ,43.8177     ,41.4575     ,360      ,TopLayer ,RES-0805-1K                  
418485012          ,R88_A3     ,43.8177     ,77.9065     ,360      ,TopLayer ,RES-0805-1K                  
418485012          ,R88_A4     ,43.6907     ,114.3555    ,360      ,TopLayer ,RES-0805-1K                  
418485023          ,R91_A1     ,78.4352     ,14.2921     ,180      ,TopLayer ,RES-0805-330R_1%             
418485023          ,R91_A2     ,78.6638     ,51.2660     ,180      ,TopLayer ,RES-0805-330R_1%             
418485023          ,R91_A3     ,78.6638     ,87.7150     ,180      ,TopLayer ,RES-0805-330R_1%             
418485023          ,R91_A4     ,78.5368     ,124.1640    ,180      ,TopLayer ,RES-0805-330R_1%             
418485024          ,R92_A1     ,52.4499     ,14.4780     ,270      ,TopLayer ,RES-0805-330K                
418485024          ,R92_A2     ,52.6785     ,51.4519     ,270      ,TopLayer ,RES-0805-330K                
418485024          ,R92_A3     ,52.6785     ,87.9009     ,270      ,TopLayer ,RES-0805-330K                
418485024          ,R92_A4     ,52.5515     ,124.3498    ,270      ,TopLayer ,RES-0805-330K                
418485022          ,R93_A1     ,70.0633     ,7.9489      ,270      ,TopLayer ,RES-0805-3K9                 
418485022          ,R93_A2     ,70.2919     ,44.9228     ,270      ,TopLayer ,RES-0805-3K9                 
418485022          ,R93_A3     ,70.2919     ,81.3718     ,270      ,TopLayer ,RES-0805-3K9                 
418485022          ,R93_A4     ,70.1649     ,117.8208    ,270      ,TopLayer ,RES-0805-3K9                 
418485036          ,R94_A1     ,55.2890     ,17.4498     ,180      ,TopLayer ,RES-0805-68K                 
418485036          ,R94_A2     ,55.5176     ,54.4237     ,180      ,TopLayer ,RES-0805-68K                 
418485036          ,R94_A3     ,55.5176     ,90.8727     ,180      ,TopLayer ,RES-0805-68K                 
418485036          ,R94_A4     ,55.3906     ,127.3217    ,180      ,TopLayer ,RES-0805-68K                 
418485010          ,R95_A1     ,59.1566     ,17.5006     ,360      ,TopLayer ,RES-0805-180R                
418485010          ,R95_A2     ,59.3852     ,54.4744     ,360      ,TopLayer ,RES-0805-180R                
418485010          ,R95_A3     ,59.3852     ,90.9234     ,360      ,TopLayer ,RES-0805-180R                
418485010          ,R95_A4     ,59.2582     ,127.3724    ,360      ,TopLayer ,RES-0805-180R                
418485017          ,R96_A1     ,68.1788     ,7.9489      ,270      ,TopLayer ,RES-0805-220K                
418485017          ,R96_A2     ,68.4074     ,44.9228     ,270      ,TopLayer ,RES-0805-220K                
418485017          ,R96_A3     ,68.4074     ,81.3718     ,270      ,TopLayer ,RES-0805-220K                
418485017          ,R96_A4     ,68.2804     ,117.8208    ,270      ,TopLayer ,RES-0805-220K                
418485038          ,R97_A1     ,66.2767     ,8.4972      ,270      ,TopLayer ,RES-0805-820K                
418485038          ,R97_A2     ,66.5053     ,45.4711     ,270      ,TopLayer ,RES-0805-820K                
418485038          ,R97_A3     ,66.5053     ,81.9201     ,270      ,TopLayer ,RES-0805-820K                
418485038          ,R97_A4     ,66.3783     ,118.3691    ,270      ,TopLayer ,RES-0805-820K                
418485034          ,R98_A1     ,74.8030     ,14.2921     ,180      ,TopLayer ,RES-0805-56K                 
418485034          ,R98_A2     ,75.0316     ,51.2660     ,180      ,TopLayer ,RES-0805-56K                 
418485034          ,R98_A3     ,75.0316     ,87.7150     ,180      ,TopLayer ,RES-0805-56K                 
418485034          ,R98_A4     ,74.9046     ,124.1640    ,180      ,TopLayer ,RES-0805-56K                 
418485017          ,R99_A1     ,66.2766     ,16.3272     ,90       ,TopLayer ,RES-0805-220K                
418485017          ,R99_A2     ,66.5052     ,53.3011     ,90       ,TopLayer ,RES-0805-220K                
418485017          ,R99_A3     ,66.5052     ,89.7501     ,90       ,TopLayer ,RES-0805-220K                
418485017          ,R99_A4     ,66.3782     ,126.1991    ,90       ,TopLayer ,RES-0805-220K                
418485005          ,R100_A1    ,49.5249     ,10.3813     ,90       ,TopLayer ,RES-0805-100K                
418485005          ,R100_A2    ,49.7535     ,47.3552     ,90       ,TopLayer ,RES-0805-100K                
418485005          ,R100_A3    ,49.7535     ,83.8042     ,90       ,TopLayer ,RES-0805-100K                
418485005          ,R100_A4    ,49.6265     ,120.2532    ,90       ,TopLayer ,RES-0805-100K                
418485005          ,R101_A1    ,45.6184     ,10.7510     ,90       ,TopLayer ,RES-0805-100K                
418485005          ,R101_A2    ,45.8470     ,47.7249     ,90       ,TopLayer ,RES-0805-100K                
418485005          ,R101_A3    ,45.8470     ,84.1739     ,90       ,TopLayer ,RES-0805-100K                
418485005          ,R101_A4    ,45.7200     ,120.6229    ,90       ,TopLayer ,RES-0805-100K                
418485012          ,R102_A1    ,49.5249     ,14.6202     ,90       ,TopLayer ,RES-0805-1K                  
418485012          ,R102_A2    ,49.7535     ,51.5941     ,90       ,TopLayer ,RES-0805-1K                  
418485012          ,R102_A3    ,49.7535     ,88.0431     ,90       ,TopLayer ,RES-0805-1K                  
418485012          ,R102_A4    ,49.6265     ,124.4921    ,90       ,TopLayer ,RES-0805-1K                  
418485012          ,R103_A1    ,43.1430     ,14.6868     ,90       ,TopLayer ,RES-0805-1K                  
418485012          ,R103_A2    ,43.3716     ,51.6607     ,90       ,TopLayer ,RES-0805-1K                  
418485012          ,R103_A3    ,43.3716     ,88.1097     ,90       ,TopLayer ,RES-0805-1K                  
